family,n,p,load,giant_fraction,component_fraction,susceptibility,spanning_probability,relief_exhaustion,agreement,terrynce_score,terrynce_gradient,giant_gradient
square_bond,16,0.59,0.59,0.81982421875,0.0654296875,14.454772420454187,1.0,0.9345703125,0.6554296875,0.36140162544250487,1.0547156310081454,2.716064453124998
square_bond,16,0.6,0.6,0.8873291015625,0.057373046875,4.971507496736175,1.0,0.942626953125,0.657373046875,0.3717945313453674,1.103575952947138,3.0395507812499973
square_bond,16,0.61,0.61,0.880615234375,0.0557861328125,5.8342478126412205,1.0,0.9442138671875,0.6657861328125,0.38347314450144765,1.1631964278221125,0.5859374999999994
square_bond,16,0.62,0.62,0.8990478515625,0.052490234375,4.831082138174854,1.0,0.947509765625,0.672490234375,0.39505845990180966,1.1270244660973556,1.8798828124999982
square_bond,16,0.63,0.63,0.918212890625,0.04443359375,4.176021227420069,1.0,0.95556640625,0.67443359375,0.4060136338233948,1.1435704588890083,1.5808105468749987
square_bond,16,0.64,0.64,0.9306640625,0.040771484375,3.8394346987156625,1.0,0.959228515625,0.680771484375,0.41792986907958984,1.1906920564174628,1.0253906249999991
square_bond,16,0.65,0.65,0.938720703125,0.035888671875,3.5005038224411704,1.0,0.964111328125,0.685888671875,0.42982747495174406,1.2130343985557557,0.9521484374999991
square_bond,16,0.66,0.66,0.94970703125,0.032470703125,3.4494513740976007,1.0,0.967529296875,0.692470703125,0.442190557050705,1.2531814444065137,0.5371093749999996
square_bond,16,0.67,0.67,0.949462890625,0.02978515625,4.194480866355867,1.0,0.97021484375,0.69978515625,0.45489110383987436,1.2814493477344495,0.3295898437499997
square_bond,16,0.68,0.68,0.956298828125,0.0272216796875,3.2657770169328386,1.0,0.9727783203125,0.7072216796875,0.467819544005394,1.277664864957329,1.0009765625000047
square_bond,16,0.69,0.69,0.969482421875,0.0218505859375,2.5589523361602167,1.0,0.9781494140625,0.7118505859375,0.4804444011390208,1.3487929737567912,0.5371093750000026
square_bond,16,0.7,0.7,0.967041015625,0.02490234375,2.1467376373626372,1.0,0.97509765625,0.72490234375,0.4947954034805297,1.3757359451055566,0.1342773437499999
square_bond,16,0.71,0.71,0.97216796875,0.0201416015625,2.3047720988162164,1.0,0.9798583984375,0.7301416015625,0.507959120041132,1.3441395759582546,0.7629394531249993
square_bond,16,0.72,0.72,0.9822998046875,0.017333984375,1.531037447030094,1.0,0.982666015625,0.737333984375,0.5216781949996948,1.4005925628542901,0.49438476562499956
square_bond,16,0.73,0.73,0.9820556640625,0.0166015625,1.6032242063492064,1.0,0.9833984375,0.7466015625,0.5359709712982178,1.4363358229398757,0.07324218749999993
square_bond,16,0.74,0.74,0.9837646484375,0.0155029296875,1.6299242424242424,1.0,0.9844970703125,0.7555029296875,0.5504049114584924,1.4425055900216075,0.2746582031249998
square_bond,16,0.75,0.75,0.987548828125,0.0130615234375,1.4875,1.0,0.9869384765625,0.7630615234375,0.56482108309865,nan,nan
square_bond,24,0.35,0.35,0.07774522569444445,0.3443467881944444,7.995773334512397,0.0,0.6556532118055556,0.6943467881944444,0.15933774562529573,nan,nan
square_bond,24,0.36,0.36,0.08116319444444445,0.3348524305555556,8.482157354475884,0.0,0.6651475694444444,0.6948524305555556,0.16638458591037325,0.7134923034832812,0.027126736111111164
square_bond,24,0.37,0.37,0.07828776041666667,0.3110894097222222,10.354750879707701,0.0,0.6889105902777778,0.6810894097222222,0.17360759169496137,0.7235049984778884,0.4069010416666661
square_bond,24,0.38,0.38,0.08930121527777778,0.2970920138888889,10.797681658322873,0.0,0.7029079861111112,0.6770920138888888,0.18085468587993103,0.7306753252759376,1.0877821180555542
square_bond,24,0.39,0.39,0.10004340277777778,0.2848307291666667,11.299072621240683,0.0,0.7151692708333333,0.6748307291666668,0.18822109820048014,0.7370779889895589,1.3861762152777763
square_bond,24,0.4,0.4,0.11702473958333333,0.2682291666666667,13.081004296351294,0.0,0.7317708333333333,0.6682291666666668,0.19559624565972222,0.7423265199896737,1.4567057291666692
square_bond,24,0.41,0.41,0.1291775173611111,0.2533094618055556,14.908158832282423,0.0,0.7466905381944444,0.6633094618055555,0.20306762860027358,0.7448112939905258,1.9504123263888924
square_bond,24,0.42,0.42,0.1560329861111111,0.2358940972222222,17.209772459275495,0.0,0.7641059027777778,0.6558940972222222,0.2104924715395327,0.7415713217229011,1.5977647569444433
square_bond,24,0.43,0.43,0.1611328125,0.2180447048611111,18.453780936496017,0.03125,0.7819552951388888,0.6480447048611111,0.21789905503473161,0.7501615792733639,2.9079861111111094
